Member_number,Date,itemDescription,itemDescription_ro
3322,25-04-2015,citrus fruit,fructe citrice
1386,31-07-2015,soda,suc carbogazos
3429,10-05-2015,sparkling wine,
1932,07-09-2015,pip fruit,fruct cu sâmburi
1865,03-12-2015,butter milk,
4672,13-02-2015,other vegetables,alte legume
4432,28-05-2015,female sanitary products,
2129,11-08-2015,pork,carne de porc
1104,18-03-2015,yogurt,iaurt
3529,13-09-2015,beverages,băuturi
3271,27-12-2015,yogurt,iaurt
1002,30-08-2015,specialty chocolate,
2184,09-06-2015,misc. beverages,
4648,08-10-2015,yogurt,iaurt
3595,15-10-2015,zwieback,
2752,10-10-2015,berries,fructe de pădure
4101,30-04-2015,red/blush wine,vin roșu/roz
1793,04-12-2015,berries,fructe de pădure
4224,04-10-2015,pastry,patiserie
2846,15-08-2015,instant coffee,
1697,23-02-2015,other vegetables,alte legume
3884,07-04-2015,rolls/buns,chifle
2669,24-09-2015,onions,ceapă
4843,25-02-2015,yogurt,iaurt
1663,11-11-2015,tropical fruit,fruct tropical
4169,19-03-2015,canned beer,bere la cutie
2799,25-05-2015,yogurt,iaurt
2178,20-12-2015,female sanitary products,
3312,24-12-2015,brown bread,pâine integrală
3609,11-07-2015,liquor,
1004,02-12-2015,hygiene articles,
2401,15-01-2015,white bread,pâine albă
4165,10-02-2015,roll products ,
2017,14-02-2015,chocolate,ciocolată
2485,18-05-2015,dog food,
2261,18-06-2015,packaged fruit/vegetables,
1437,15-08-2015,coffee,cafea
4065,11-05-2015,other vegetables,alte legume
1904,18-04-2015,yogurt,iaurt
4573,28-05-2015,packaged fruit/vegetables,
4233,16-06-2015,coffee,cafea
3928,26-09-2015,domestic eggs,ouă
4916,25-01-2015,newspapers,ziare
2883,16-04-2015,yogurt,iaurt
2938,25-06-2015,tropical fruit,fruct tropical
1063,23-01-2015,candy,bomboane
3365,28-06-2015,other vegetables,alte legume
2795,06-05-2015,white bread,pâine albă
1336,04-04-2015,frozen meals,
2937,31-07-2015,other vegetables,alte legume
3391,21-12-2015,coffee,cafea
3719,04-06-2015,beverages,băuturi
3986,26-05-2015,citrus fruit,fructe citrice
2757,15-02-2015,white bread,pâine albă
1783,07-07-2015,UHT-milk,
4234,02-08-2015,rolls/buns,chifle
3484,05-08-2015,rolls/buns,chifle
3337,10-01-2015,yogurt,iaurt
2472,17-01-2015,processed cheese,brânză topită
1355,25-02-2015,sugar,zahăr
3072,08-06-2015,ham,șuncă
1817,21-08-2015,hamburger meat,
2063,10-09-2015,soups,supe
4216,28-04-2015,pork,carne de porc
2984,24-02-2015,mustard,muștar
3365,25-10-2015,domestic eggs,ouă
2260,27-06-2015,soda,suc carbogazos
4798,24-08-2015,cream cheese ,
4952,22-10-2015,soda,suc carbogazos
4778,24-01-2015,packaged fruit/vegetables,
1517,01-03-2015,bottled beer,bere la sticlă
2433,31-07-2015,whole milk,lapte integral
3938,31-07-2015,other vegetables,alte legume
2569,30-06-2015,beverages,băuturi
2092,24-05-2015,rum,
3174,09-02-2015,frozen dessert,desert congelat
4513,04-11-2015,dishes,vase
2467,04-02-2015,liquor,
3508,25-07-2015,curd,brânză de vaci
1939,02-07-2015,tropical fruit,fruct tropical
1636,04-05-2015,whole milk,lapte integral
2443,12-01-2015,pastry,patiserie
4911,07-01-2015,rolls/buns,chifle
3835,16-09-2015,pickled vegetables,legume murate
2363,22-05-2015,pastry,patiserie
2344,19-04-2015,other vegetables,alte legume
3911,15-02-2015,pet care,îngrijirea animalelor
1450,08-07-2015,coffee,cafea
3495,18-11-2015,whole milk,lapte integral
1625,27-11-2015,root vegetables,legume rădăcinoase
3265,09-12-2015,packaged fruit/vegetables,
3247,01-11-2015,sliced cheese,brânză feliată
1777,08-07-2015,fruit/vegetable juice,suc de fructe/legume
1862,05-09-2015,napkins,șervețele
2942,01-02-2015,whole milk,lapte integral
2932,22-01-2015,whole milk,lapte integral
4049,01-08-2015,citrus fruit,fructe citrice
1954,06-08-2015,onions,ceapă
2321,16-06-2015,long life bakery product,produs de patiserie cu termen lung
2930,23-03-2015,pastry,patiserie
3214,27-03-2015,brown bread,pâine integrală
4877,20-06-2015,sliced cheese,brânză feliată
1277,07-06-2015,white bread,pâine albă
2239,13-12-2015,canned fruit,
4929,26-03-2015,bottled water,apă îmbuteliată
1390,02-03-2015,dental care,îngrijire dentară
1870,09-09-2015,popcorn,
3405,03-04-2015,canned fish,pește la conservă
2338,08-12-2015,curd,brânză de vaci
2051,11-09-2015,pip fruit,fruct cu sâmburi
3504,06-07-2015,sugar,zahăr
3405,13-04-2015,whole milk,lapte integral
2512,02-09-2015,fruit/vegetable juice,suc de fructe/legume
4038,06-11-2015,processed cheese,brânză topită
1759,26-09-2015,whole milk,lapte integral
2813,01-10-2015,cake bar,
3055,18-08-2015,soda,suc carbogazos
1733,18-03-2015,yogurt,iaurt
1913,18-08-2015,curd,brânză de vaci
4864,27-03-2015,hygiene articles,
4812,27-05-2015,whole milk,lapte integral
3042,05-10-2015,frozen meals,
4988,04-10-2015,make up remover,demachiant
4486,21-07-2015,bottled beer,bere la sticlă
4069,03-05-2015,soda,suc carbogazos
4600,14-07-2015,fruit/vegetable juice,suc de fructe/legume
3588,05-05-2015,seasonal products,
4175,29-01-2015,other vegetables,alte legume
2599,30-07-2015,cake bar,
4671,15-07-2015,instant coffee,
2270,09-06-2015,long life bakery product,produs de patiserie cu termen lung
2494,05-05-2015,canned fish,pește la conservă
1406,28-12-2015,misc. beverages,
3910,18-12-2015,rolls/buns,chifle
3358,21-02-2015,whole milk,lapte integral
1943,14-01-2015,whole milk,lapte integral
1995,12-06-2015,rolls/buns,chifle
4666,24-02-2015,long life bakery product,produs de patiserie cu termen lung
1994,11-03-2015,waffles,vafe
4892,09-01-2015,cat food,
3531,29-08-2015,canned beer,bere la cutie
1148,15-04-2015,white bread,pâine albă
1787,31-10-2015,whole milk,lapte integral
4215,31-05-2015,mustard,muștar
2158,01-08-2015,whole milk,lapte integral
2510,29-09-2015,cling film/bags,folie alimentară/pungi
3180,19-10-2015,tropical fruit,fruct tropical
3207,08-08-2015,chocolate,ciocolată
1226,12-11-2015,soda,suc carbogazos
1682,25-06-2015,domestic eggs,ouă
1509,04-11-2015,yogurt,iaurt
2364,21-06-2015,onions,ceapă
4679,10-11-2015,pastry,patiserie
4324,05-01-2015,whole milk,lapte integral
3497,14-06-2015,yogurt,iaurt
1008,21-07-2015,yogurt,iaurt
4572,29-10-2015,coffee,cafea
4030,04-07-2015,domestic eggs,ouă
2422,12-08-2015,white bread,pâine albă
2694,24-11-2015,hard cheese,brânză tare
3481,03-08-2015,curd,brânză de vaci
3821,03-01-2015,herbs,
3752,20-08-2015,soda,suc carbogazos
3262,08-12-2015,yogurt,iaurt
1370,28-06-2015,newspapers,ziare
1090,31-08-2015,yogurt,iaurt
3862,18-11-2015,rolls/buns,chifle
4495,08-04-2015,domestic eggs,ouă
2492,01-11-2015,other vegetables,alte legume
4688,01-08-2015,canned beer,bere la cutie
3633,14-07-2015,brown bread,pâine integrală
3709,08-08-2015,yogurt,iaurt
1220,09-02-2015,rice,orez
4236,25-11-2015,brown bread,pâine integrală
3308,19-08-2015,soft cheese,brânză moale
1183,12-06-2015,cream cheese ,
1999,24-08-2015,shopping bags,pungi de cumpărături
4828,11-10-2015,canned beer,bere la cutie
3608,12-10-2015,other vegetables,alte legume
3983,09-09-2015,butter,unt
3460,24-07-2015,canned vegetables,
1703,21-02-2015,canned beer,bere la cutie
3002,13-08-2015,coffee,cafea
4836,17-08-2015,specialty chocolate,
1561,05-06-2015,flower (seeds),
4731,04-04-2015,napkins,șervețele
3812,13-11-2015,whole milk,lapte integral
2097,01-10-2015,newspapers,ziare
4986,28-01-2015,frozen meals,
4742,15-11-2015,tropical fruit,fruct tropical
2502,15-04-2015,sauces,sosuri
1135,10-07-2015,soda,suc carbogazos
2403,14-02-2015,pip fruit,fruct cu sâmburi
4234,17-07-2015,canned vegetables,
4068,11-12-2015,butter,unt
2311,30-06-2015,domestic eggs,ouă
1353,21-01-2015,tropical fruit,fruct tropical
3251,05-07-2015,chocolate,ciocolată
1748,08-03-2015,beverages,băuturi
1638,12-03-2015,candles,lumânări
2170,10-02-2015,frozen potato products,
3903,06-02-2015,dessert,
1245,27-06-2015,canned fruit,
3237,28-06-2015,frozen vegetables,legume congelate
2843,12-10-2015,onions,ceapă
3095,13-10-2015,whole milk,lapte integral
4076,22-05-2015,detergent,detergent
1298,23-06-2015,soda,suc carbogazos
4591,13-06-2015,onions,ceapă
3592,28-10-2015,canned beer,bere la cutie
1305,23-05-2015,white wine,
4326,06-11-2015,liquor,
3189,03-02-2015,root vegetables,legume rădăcinoase
1991,10-02-2015,specialty bar,
2091,02-08-2015,candy,bomboane
3100,06-03-2015,waffles,vafe
4984,26-04-2015,yogurt,iaurt
4444,06-10-2015,root vegetables,legume rădăcinoase
4678,17-12-2015,whole milk,lapte integral
1670,22-11-2015,pickled vegetables,legume murate
3214,14-01-2015,whipped/sour cream,frișcă/smântână
2772,18-03-2015,soft cheese,brânză moale
4343,21-12-2015,brown bread,pâine integrală
4351,21-08-2015,prosecco,prosecco
1598,02-03-2015,white bread,pâine albă
4469,18-10-2015,root vegetables,legume rădăcinoase
1788,05-12-2015,citrus fruit,fructe citrice
3768,01-08-2015,root vegetables,legume rădăcinoase
4661,01-03-2015,rolls/buns,chifle
3801,17-08-2015,tropical fruit,fruct tropical
4109,04-10-2015,pip fruit,fruct cu sâmburi
2485,24-03-2015,dessert,
2365,11-06-2015,yogurt,iaurt
2602,08-02-2015,tropical fruit,fruct tropical
2391,05-12-2015,other vegetables,alte legume
3483,08-09-2015,hard cheese,brânză tare
2512,31-01-2015,cream cheese ,
2652,01-08-2015,pastry,patiserie
1777,03-12-2015,pip fruit,fruct cu sâmburi
4007,23-12-2015,white bread,pâine albă
2653,17-04-2015,candy,bomboane
2703,21-09-2015,canned beer,bere la cutie
4322,14-11-2015,yogurt,iaurt
2270,04-02-2015,dish cleaner,detergent pentru vase
2306,09-10-2015,grapes,struguri
1539,27-09-2015,whipped/sour cream,frișcă/smântână
2517,12-12-2015,syrup,
3254,19-10-2015,soda,suc carbogazos
1711,21-03-2015,citrus fruit,fructe citrice
2560,07-06-2015,frozen meals,
4891,06-10-2015,whole milk,lapte integral
1622,12-02-2015,tropical fruit,fruct tropical
1028,02-06-2015,canned beer,bere la cutie
1416,22-08-2015,zwieback,
1037,16-12-2015,yogurt,iaurt
4293,23-04-2015,whole milk,lapte integral
3054,09-04-2015,whole milk,lapte integral
4467,23-04-2015,pork,carne de porc
4811,02-11-2015,rolls/buns,chifle
4749,15-02-2015,root vegetables,legume rădăcinoase
1825,21-11-2015,baking powder,
4685,19-07-2015,whole milk,lapte integral
3621,14-07-2015,bottled water,apă îmbuteliată
3219,04-08-2015,other vegetables,alte legume
1444,29-12-2015,other vegetables,alte legume
1698,22-07-2015,yogurt,iaurt
3328,15-04-2015,napkins,șervețele
3704,30-04-2015,white wine,
4124,09-09-2015,mustard,muștar
4357,10-10-2015,brown bread,pâine integrală
2073,30-04-2015,canned fish,pește la conservă
4192,12-09-2015,coffee,cafea
3890,26-10-2015,white bread,pâine albă
3147,24-12-2015,vinegar,
4550,30-01-2015,other vegetables,alte legume
3183,07-08-2015,rolls/buns,chifle
1878,17-10-2015,onions,ceapă
2523,12-02-2015,margarine,margarină
2227,20-06-2015,whole milk,lapte integral
2267,26-02-2015,oil,ulei
4806,27-10-2015,tropical fruit,fruct tropical
2422,11-11-2015,misc. beverages,
1164,30-03-2015,root vegetables,legume rădăcinoase
3096,23-06-2015,yogurt,iaurt
1821,21-05-2015,napkins,șervețele
2298,06-10-2015,newspapers,ziare
4515,10-05-2015,yogurt,iaurt
3079,10-03-2015,soda,suc carbogazos
3352,13-06-2015,sugar,zahăr
1545,17-10-2015,frozen vegetables,legume congelate
2999,03-08-2015,butter milk,
1230,19-11-2015,pastry,patiserie
2578,25-01-2015,tropical fruit,fruct tropical
4611,27-08-2015,whole milk,lapte integral
3575,24-01-2015,whole milk,lapte integral
2517,29-09-2015,salt,
2471,19-03-2015,onions,ceapă
2560,19-06-2015,bottled water,apă îmbuteliată
4492,14-06-2015,frozen meals,
1217,18-02-2015,dog food,
2950,10-10-2015,bottled water,apă îmbuteliată
4337,26-10-2015,tropical fruit,fruct tropical
2599,27-01-2015,curd,brânză de vaci
2924,19-11-2015,yogurt,iaurt
3734,05-09-2015,rolls/buns,chifle
3985,24-07-2015,canned beer,bere la cutie
1823,11-11-2015,pastry,patiserie
1722,27-08-2015,pastry,patiserie
3818,29-03-2015,curd,brânză de vaci
4924,11-06-2015,other vegetables,alte legume
3194,03-05-2015,UHT-milk,
2156,07-08-2015,pip fruit,fruct cu sâmburi
3182,05-05-2015,rice,orez
2902,16-08-2015,whole milk,lapte integral
3450,24-12-2015,shopping bags,pungi de cumpărături
4262,11-09-2015,pip fruit,fruct cu sâmburi
1276,28-08-2015,cream cheese ,
2184,23-01-2015,rolls/buns,chifle
1670,30-06-2015,pork,carne de porc
1198,31-01-2015,specialty chocolate,
1858,25-01-2015,butter milk,
1404,16-01-2015,canned beer,bere la cutie
2899,09-11-2015,fruit/vegetable juice,suc de fructe/legume
2057,13-11-2015,soda,suc carbogazos
2799,27-02-2015,pickled vegetables,legume murate
4913,01-08-2015,other vegetables,alte legume
2413,26-06-2015,rolls/buns,chifle
4819,20-09-2015,soda,suc carbogazos
3014,15-07-2015,berries,fructe de pădure
1419,07-04-2015,hygiene articles,
2589,29-04-2015,fruit/vegetable juice,suc de fructe/legume
3648,02-06-2015,soda,suc carbogazos
1349,13-12-2015,hard cheese,brânză tare
2706,03-10-2015,newspapers,ziare
1144,16-01-2015,domestic eggs,ouă
1275,07-05-2015,butter,unt
1851,11-07-2015,mayonnaise,maioneză
2305,28-09-2015,whole milk,lapte integral
1905,18-10-2015,onions,ceapă
3732,06-12-2015,salty snack,gustare sărată
2724,30-04-2015,specialty chocolate,
3245,19-03-2015,beverages,băuturi
2005,20-04-2015,yogurt,iaurt
4643,10-08-2015,photo/film,fotografii/film
2538,27-07-2015,seasonal products,
1173,07-02-2015,fruit/vegetable juice,suc de fructe/legume
1703,15-02-2015,bottled water,apă îmbuteliată
3347,24-01-2015,ice cream,înghețată
1561,25-07-2015,domestic eggs,ouă
1632,27-08-2015,napkins,șervețele
2995,18-02-2015,shopping bags,pungi de cumpărături
1318,26-09-2015,specialty bar,
1133,26-02-2015,rolls/buns,chifle
2357,03-08-2015,specialty cheese,brânză specială
4007,13-03-2015,bottled water,apă îmbuteliată
2383,02-01-2015,yogurt,iaurt
3128,30-08-2015,bottled beer,bere la sticlă
1372,25-04-2015,white bread,pâine albă
1839,16-08-2015,waffles,vafe
3567,17-02-2015,nut snack,
3573,03-04-2015,root vegetables,legume rădăcinoase
3765,12-06-2015,soda,suc carbogazos
2875,12-03-2015,soda,suc carbogazos
3737,21-11-2015,chocolate,ciocolată
3535,28-02-2015,rolls/buns,chifle
4288,13-11-2015,whipped/sour cream,frișcă/smântână
1334,07-03-2015,bottled beer,bere la sticlă
2046,28-02-2015,bottled water,apă îmbuteliată
1922,07-10-2015,beverages,băuturi
2184,19-09-2015,bottled beer,bere la sticlă
2632,23-09-2015,pot plants,
2108,01-10-2015,tropical fruit,fruct tropical
2547,24-11-2015,pet care,îngrijirea animalelor
4720,12-02-2015,curd,brânză de vaci
4008,19-05-2015,root vegetables,legume rădăcinoase
1438,28-11-2015,UHT-milk,
3027,14-09-2015,root vegetables,legume rădăcinoase
1342,07-01-2015,frozen vegetables,legume congelate
4952,26-08-2015,pastry,patiserie
1218,20-08-2015,rolls/buns,chifle
4804,19-11-2015,whole milk,lapte integral
3319,17-11-2015,salty snack,gustare sărată
2459,22-09-2015,canned beer,bere la cutie
1123,31-01-2015,rolls/buns,chifle
1827,01-07-2015,soda,suc carbogazos
4769,20-09-2015,grapes,struguri
3769,27-02-2015,grapes,struguri
4713,28-01-2015,bottled beer,bere la sticlă
1741,20-12-2015,napkins,șervețele
4238,12-12-2015,packaged fruit/vegetables,
4051,28-01-2015,whole milk,lapte integral
4960,19-08-2015,root vegetables,legume rădăcinoase
4602,26-08-2015,frozen vegetables,legume congelate
3549,12-02-2015,tropical fruit,fruct tropical
2746,29-05-2015,soups,supe
2444,17-06-2015,curd,brânză de vaci
3196,04-11-2015,tropical fruit,fruct tropical
4672,05-11-2015,UHT-milk,
3308,08-03-2015,butter,unt
3328,16-08-2015,butter milk,
4923,23-09-2015,soups,supe
2981,11-05-2015,chocolate,ciocolată
3615,02-09-2015,newspapers,ziare
1620,22-03-2015,frozen dessert,desert congelat
2583,15-02-2015,tropical fruit,fruct tropical
1362,06-10-2015,whole milk,lapte integral
2462,08-01-2015,pastry,patiserie
3198,23-06-2015,pip fruit,fruct cu sâmburi
3296,22-05-2015,packaged fruit/vegetables,
3447,03-09-2015,whole milk,lapte integral
4001,30-03-2015,candy,bomboane
2082,21-06-2015,pastry,patiserie
1679,08-12-2015,rolls/buns,chifle
3605,05-04-2015,rolls/buns,chifle
3762,04-01-2015,dessert,
2375,03-09-2015,pork,carne de porc
1617,30-03-2015,soda,suc carbogazos
3399,09-04-2015,other vegetables,alte legume
1570,15-03-2015,yogurt,iaurt
1583,24-03-2015,liquor,
3348,05-12-2015,whole milk,lapte integral
1427,10-01-2015,soda,suc carbogazos
3041,27-08-2015,shopping bags,pungi de cumpărături
1661,08-11-2015,white wine,
1076,12-06-2015,butter,unt
3545,29-09-2015,berries,fructe de pădure
3593,10-09-2015,whole milk,lapte integral
3891,16-02-2015,newspapers,ziare
2115,18-11-2015,soda,suc carbogazos
2480,26-03-2015,yogurt,iaurt
1532,20-06-2015,citrus fruit,fructe citrice
2530,13-06-2015,yogurt,iaurt
1803,12-05-2015,yogurt,iaurt
2604,20-09-2015,bottled water,apă îmbuteliată
3595,21-03-2015,cream cheese ,
1442,30-03-2015,butter,unt
1515,09-11-2015,soda,suc carbogazos
2899,24-11-2015,cling film/bags,folie alimentară/pungi
1845,07-08-2015,root vegetables,legume rădăcinoase
4334,28-04-2015,candy,bomboane
3885,13-04-2015,seasonal products,
1474,02-06-2015,cream cheese ,
4783,21-02-2015,whipped/sour cream,frișcă/smântână
1379,06-02-2015,onions,ceapă
4217,17-06-2015,soda,suc carbogazos
4281,14-09-2015,soda,suc carbogazos
2690,01-05-2015,other vegetables,alte legume
2543,23-05-2015,dessert,
2300,28-04-2015,white wine,
4302,05-04-2015,napkins,șervețele
1930,15-11-2015,candy,bomboane
2834,02-12-2015,yogurt,iaurt
2307,26-05-2015,hygiene articles,
3894,25-01-2015,root vegetables,legume rădăcinoase
1467,20-08-2015,pickled vegetables,legume murate
3952,30-10-2015,brown bread,pâine integrală
3016,01-12-2015,long life bakery product,produs de patiserie cu termen lung
2118,18-07-2015,pot plants,
1940,14-02-2015,beef,carne de vită
1430,04-09-2015,yogurt,iaurt
2738,11-04-2015,whole milk,lapte integral
1565,30-11-2015,shopping bags,pungi de cumpărături
4755,27-12-2015,rolls/buns,chifle
1410,08-11-2015,soda,suc carbogazos
3829,02-08-2015,beef,carne de vită
3086,04-04-2015,shopping bags,pungi de cumpărături
4780,09-06-2015,brown bread,pâine integrală
4085,29-09-2015,newspapers,ziare
3236,26-01-2015,herbs,
2040,31-05-2015,tropical fruit,fruct tropical
2370,04-02-2015,ice cream,înghețată
4249,27-02-2015,UHT-milk,
2836,14-08-2015,butter milk,
1220,01-01-2015,margarine,margarină
3520,02-01-2015,canned beer,bere la cutie
2566,31-01-2015,pastry,patiserie
2655,05-01-2015,pastry,patiserie
4147,18-04-2015,flour,
3364,30-08-2015,specialty chocolate,
2370,14-01-2015,bottled beer,bere la sticlă
3809,08-02-2015,dog food,
3744,06-11-2015,misc. beverages,
1588,19-01-2015,beverages,băuturi
4304,01-02-2015,pip fruit,fruct cu sâmburi
2240,20-09-2015,chocolate,ciocolată
3175,05-06-2015,other vegetables,alte legume
1231,27-10-2015,sliced cheese,brânză feliată
3599,11-06-2015,beverages,băuturi
3738,01-04-2015,yogurt,iaurt
1593,08-08-2015,rolls/buns,chifle
1319,10-01-2015,rice,orez
2105,21-01-2015,tropical fruit,fruct tropical
2056,03-07-2015,bottled water,apă îmbuteliată
3139,21-04-2015,onions,ceapă
1098,19-01-2015,shopping bags,pungi de cumpărături
2601,22-10-2015,margarine,margarină
2694,19-06-2015,bottled beer,bere la sticlă
4524,26-12-2015,root vegetables,legume rădăcinoase
1165,13-04-2015,packaged fruit/vegetables,
3705,07-09-2015,root vegetables,legume rădăcinoase
